society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
La Vida by Tata Housing,300.0,14285.0,3.0,3.0,3.0,3.0,East,Relatively New,3, Sector 113 Gurgaon,25.0,1,0,0,0,2100.0,2460.0,2691.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,55,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021001050052502624
La Vida by Tata Housing,165.0,10449.0,3.0,2.0,2.0,3.0,North-East,Relatively New,3, Sector 113 Gurgaon,13.0,0,0,0,0,1220.0,1420.0,1579.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.015790984783232844
Paras Dews,88.0,6353.0,2.0,2.0,3.0,3.0,South-East,Relatively New,2, Sector 106 Gurgaon,8.0,0,0,0,0,1040.0,1120.0,1385.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013851723595151896
Paras Dews,88.0,6353.0,2.0,2.0,3.0,1.0,South,Relatively New,2, Sector 106 Gurgaon,8.0,0,0,0,0,845.0,940.0,1385.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013851723595151896
Paras Dews,128.0,7272.0,3.0,4.0,3.0,24.0,North-West,Relatively New,3, Sector 106 Gurgaon,24.0,1,0,0,0,1130.0,1186.0,1760.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176017601760176
Paras Dews,134.0,9550.0,4.0,5.0,3.0,7.0,South-East,Relatively New,4, Sector 106 Gurgaon,24.0,1,0,0,0,1403.0,1535.0,2355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014031413612565446
Paras Dews,132.0,5605.0,4.0,5.0,3.0,11.0,South-West,Relatively New,4, Sector 106 Gurgaon,24.0,1,0,0,0,1403.0,1535.0,2355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023550401427297057
Paras Dews,112.99999999999999,6406.0,3.0,4.0,3.0,18.0,North-West,Relatively New,3, Sector 106 Gurgaon,24.0,1,1,0,0,1130.0,1186.0,1760.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176397127692788
Pareena Coban Residences,138.0,7150.0,4.0,5.0,3.0,1.0,South-East,Relatively New,4, Sector 99A Gurgaon,20.0,1,0,0,0,1930.0,2150.0,2352.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0193006993006993
Pareena Coban Residences,115.99999999999999,5808.0,3.0,3.0,3.0,3.0,North-East,Relatively New,3, Sector 99A Gurgaon,20.0,1,0,0,0,1420.0,1790.0,1997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019972451790633606
La Vida by Tata Housing,233.0,12533.0,3.0,3.0,3.0,3.0,North,New Property,3, Sector 113 Gurgaon,25.0,1,0,0,0,1859.0,2098.0,2217.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01859091997127583
La Vida by Tata Housing,305.0,11338.0,3.0,4.0,3.0,15.0,North-East,New Property,3, Sector 113 Gurgaon,25.0,1,0,0,0,2240.0,2600.0,2690.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026900687952019758
Vatika Lifestyle Homes,125.0,6839.0,3.0,2.0,1.0,6.0,South-West,Relatively New,3, Sector 83 Gurgaon,15.0,1,1,1,1,,,1827.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,4,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,1,0.018277525954086854
Mapsko Mount Ville,125.0,7716.0,3.0,3.0,2.0,1.0,South-West,Relatively New,3, Sector 79 Gurgaon,30.0,0,1,1,0,862.18,,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.016200103680663557
Vatika Lifestyle Homes,105.0,5982.0,3.0,3.0,2.0,14.0,South-West,Relatively New,3, Sector 83 Gurgaon,15.0,1,1,1,1,,,1755.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.017552657973921765
Mapsko Mount Ville,125.0,8389.0,3.0,3.0,3.0,22.0,South-West,Relatively New,3, Sector 79 Gurgaon,25.0,0,1,1,0,863.91,,1490.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014900464894504709
Mapsko Mount Ville,110.00000000000001,12732.0,3.0,3.0,3.0,22.0,South-West,Relatively New,3, Sector 79 Gurgaon,30.0,0,1,1,0,863.91,,1490.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.008639648130694315
Emaar Palm Gardens,130.0,11868.0,3.0,3.0,3.0,16.0,North,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1095.3,,1720.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,4,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.010953825412874959
Alpha Corp GurgaonOne ,227.99999999999997,8769.0,4.0,4.0,3.0,8.0,South-East,Relatively New,4, Sector 84 Gurgaon,26.0,1,0,0,0,2600.0,,3434.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026000684228532328
SS The Leaf,120.0,12371.0,2.0,2.0,2.0,4.0,East,Relatively New,2, Sector 85 Gurgaon,26.0,1,0,0,1,970.0,1190.0,1671.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009700105084471748
SS The Leaf,122.0,13318.0,2.0,2.0,3.0,16.0,North-East,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,0,1,916.0,1300.0,1772.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009160534614807028
SS The Leaf,110.00000000000001,12471.0,2.0,2.0,3.0,12.0,North,Relatively New,2, Sector 85 Gurgaon,26.0,0,1,0,0,882.0,1173.0,1640.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008820463475262611
SS The Leaf,114.99999999999999,11966.0,2.0,2.0,3.0,20.0,North-East,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,1,0,961.0,1263.0,1741.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009610563262577301
Mapsko Mount Ville,120.0,13837.0,3.0,3.0,3.0,18.0,North,Relatively New,3, Sector 79 Gurgaon,30.0,0,1,1,0,867.24,,1510.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.008672400086724001
Emaar Palm Gardens,140.0,8139.0,3.0,3.0,3.0,2.0,North-West,Relatively New,3, Sector 83 Gurgaon,16.0,1,1,1,1,1095.3,,1720.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,5,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.017201130359995084
Vatika Lifestyle Homes,110.00000000000001,6267.0,3.0,3.0,2.0,8.0,South,Relatively New,3, Sector 83 Gurgaon,15.0,0,1,1,1,,,1755.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,5,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.017552257858624545
Vatika City Homes,100.0,5747.0,3.0,3.0,2.0,2.0,South-East,Relatively New,3, Sector 83 Gurgaon,8.0,0,0,0,1,,,1740.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.017400382808421787
Alpha Corp GurgaonOne ,152.0,7904.0,3.0,4.0,3.0,15.0,South,Relatively New,3, Sector 84 Gurgaon,26.0,1,0,0,0,1500.0,,1923.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769232
Emaar Palm Gardens,180.0,9473.0,3.0,4.0,3.0,4.0,West,Relatively New,3, Sector 83 Gurgaon,16.0,1,1,1,1,1244.33,,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,5,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.01900137232133432
Emaar Palm Gardens,160.0,8648.0,3.0,3.0,3.0,6.0,East,Relatively New,3, Sector 83 Gurgaon,16.0,1,1,1,1,,,1850.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,5,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.018501387604070305
Mapsko Mount Ville,155.0,8539.0,3.0,4.0,3.0,11.0,South-West,Relatively New,3, Sector 79 Gurgaon,15.0,1,0,0,0,1071.33,,1815.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.01815200843190069
Mapsko Mount Ville,130.0,8024.0,3.0,3.0,2.0,6.0,West,Relatively New,3, Sector 79 Gurgaon,25.0,0,1,1,0,867.24,,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.016201395812562313
Bestech Park View Grand Spa,225.0,8458.0,3.0,4.0,3.0,8.0,West,Relatively New,3, Sector 81 Gurgaon,20.0,1,1,0,1,2100.0,2300.0,2660.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,41,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,5,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.026602033577677937
Orchid Petals,479.0,11628.0,5.0,5.0,3.0,14.0,South,Relatively New,5, Sector 49 Gurgaon,14.0,1,1,1,0,,,4115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411936704506364
DLF Regal Gardens,125.0,6459.0,3.0,3.0,3.0,10.0,South,Relatively New,3, Sector 90 Gurgaon,30.0,0,0,0,0,1600.0,1650.0,1703.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.01935284099705837
TARC Maceo,140.0,7407.0,3.0,3.0,3.0,7.0,North,Relatively New,3, Sector 91 Gurgaon,13.0,0,0,0,0,1600.0,1700.0,1890.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018901039557175644
Godrej Oasis,138.0,6679.0,3.0,3.0,3.0,7.0,North,Relatively New,3, Sector 88A Gurgaon,17.0,1,0,0,0,2066.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020661775714927385
Godrej Oasis,130.0,7258.0,3.0,3.0,3.0,4.0,North-West,Relatively New,3, Sector 88A Gurgaon,17.0,0,0,0,0,1791.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017911270322402865
Godrej Aria,100.0,6653.0,2.0,2.0,2.0,4.0,North-West,Relatively New,2, Sector 79 Gurgaon,15.0,0,1,0,0,1200.0,1300.0,1503.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015030813166992334
Godrej Oasis,100.0,6896.0,2.0,2.0,3.0,7.0,,Relatively New,2, Sector 88A Gurgaon,17.0,0,1,0,0,1450.0,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014501160092807424
Godrej Oasis,95.0,7268.0,2.0,2.0,2.0,6.0,North-West,Relatively New,2, Sector 88A Gurgaon,17.0,0,0,0,0,1307.0,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013070996147495873
Ireo Uptown,185.0,12567.0,2.0,3.0,3.0,16.0,South-East,Relatively New,2, Sector 66 Gurgaon,25.0,1,0,0,0,1251.0,1470.0,1472.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4,2,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.014721094931168934
Emaar MGF Palm Hills,165.0,8461.0,4.0,3.0,3.0,9.0,South,Relatively New,4, Sector 77 Gurgaon,9.0,1,0,0,0,,,1950.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019501240988062878
MM Woodshire,132.0,6330.0,3.0,3.0,3.0,10.0,East,Relatively New,3, Sector 107 Gurgaon,14.0,0,0,0,0,,,1943.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02085308056872038
MM Woodshire,102.0,6649.0,2.0,2.0,3.0,6.0,North-East,Relatively New,2, Sector 107 Gurgaon,14.0,0,1,0,0,,,1534.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015340652729733794
SBTL Caladium,188.0,6153.0,4.0,5.0,3.0,10.0,North-East,Relatively New,4, Sector 109 Gurgaon,19.0,0,0,0,0,,,3055.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030554201202665367
Conscient Heritage Max,215.0,9306.0,3.0,4.0,3.0,13.0,South,Relatively New,3, Sector 102 Gurgaon,25.0,1,1,0,0,,,2149.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023103374167203955
Puri Diplomatic Greens,258.0,11727.0,3.0,4.0,2.0,10.0,North,Moderately Old,3, Sector 111 Gurgaon,21.0,1,0,0,0,,,2200.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022000511639805577
Puri Diplomatic Greens,225.0,13235.0,3.0,3.0,2.0,12.0,North-East,Relatively New,3, Sector 111 Gurgaon,21.0,0,0,0,0,,,1700.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017000377786173027
ATS Tourmaline,175.0,8139.0,3.0,4.0,3.0,9.0,North-East,Relatively New,3, Sector 109 Gurgaon,27.0,1,0,0,0,,,2150.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021501412949993855
Experion The Heartsong,93.0,6079.0,2.0,3.0,3.0,10.0,East,Relatively New,2, Sector 108 Gurgaon,14.0,0,0,0,0,,,1283.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015298568843559795
Experion Windchants,475.0,12622.0,3.0,5.0,3.0,4.0,West,Relatively New,3, Sector 112 Gurgaon,28.0,1,0,0,0,,,3763.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,2,0.037632704801140865
Bestech Altura,172.0,8000.0,3.0,4.0,3.0,5.0,North-East,Relatively New,3, Sector 79 Gurgaon,20.0,1,0,0,0,1300.0,,2150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.0215
Tata Primanti,675.0,19285.0,4.0,4.0,3.0,0.0,North-East,New Property,4, Sector 72 Gurgaon,3.0,1,0,0,0,3500.0,4000.0,4250.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,3,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,2,0.03500129634430905
Emaar Digihomes,245.00000000000003,16000.0,2.0,2.0,2.0,7.0,North-East,New Property,2, Sector 62 Gurgaon,32.0,0,1,0,0,1000.0,1200.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,2,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0.015312500000000001
SS The Leaf,220.00000000000003,6934.0,4.0,5.0,3.0,4.0,East,Relatively New,4, Sector 85 Gurgaon,26.0,0,0,0,0,,,2812.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03172771848860687
